10.069,0.6261,2.705,-1.0644,0.16263,-0.26994,-0.75784,-0.1386,-0.42768,-2.5892,7.7821,5.7785,-1.2345,0.1359,-0.24034,-0.11796,-0.61488,-0.61165,0.78708,-6.3744,6.8755,-0.24422,0.56582,0.7814,-0.015828,0.47681,-0.95377,-9.8206,3.8682,-0.47859,-0.12339,0.049695,1.1851,0.46501,-0.39121,-0.15859,-10.33,-1.3826,-2.738,-0.10244,-0.27293,0.91569,0.5065,0.29985,0.29524
10.903,0.65445,3.2114,-1.1206,0.20454,-0.20351,-0.74962,-0.11893,-0.44103,-2.4448,7.0826,4.0434,-0.11828,0.17919,0.18984,-0.11857,-0.62192,-0.64321,0.67601,-6.8152,6.593,-0.37226,0.50365,0.77223,0.004152,0.47863,-0.92394,-10.184,4.6629,-0.73438,-0.18152,0.12299,1.1602,0.44929,-0.40113,-0.16358,-10.854,-1.1264,-2.6491,-0.28565,-0.3613,1.0912,0.52085,0.27782,0.29599
10.576,0.91636,3.2181,-1.1279,0.24283,-0.15264,-0.74111,-0.098094,-0.4541,-0.91547,6.7542,6.1923,-1.3356,0.081197,0.63978,-0.14634,-0.61835,-0.68898,-0.68672,-5.5427,7.5233,-0.4071,0.34679,0.68061,0.020836,0.47886,-0.89171,-9.3159,4.6637,-0.10164,-0.42275,0.12633,1.0022,0.4405,-0.4094,-0.16944,-11.487,0.63961,-2.6475,-0.33337,-0.36245,1.211,0.53498,0.25154,0.29466
10.798,0.8091,3.6594,-1.1989,0.15161,-0.18787,-0.73504,-0.075792,-0.46673,-0.27634,6.8594,6.9696,-0.12025,0.12443,0.90846,-0.18438,-0.62024,-0.73299,-1.0747,-6.4384,7.1711,-0.65102,0.068521,0.4738,0.028708,0.4833,-0.85601,-8.0427,4.1726,0.1721,-0.45616,0.15727,0.70318,0.43102,-0.4102,-0.17922,-12.017,1.3569,-1.9672,-0.37565,-0.37291,1.3161,0.5478,0.21976,0.29473
10.7,0.43286,3.4472,-1.2244,0.12225,-0.17687,-0.73582,-0.052274,-0.47787,0.54678,9.3183,6.3686,0.57637,0.17974,1.1169,-0.22374,-0.65573,-0.74258,-2.4627,-7.1215,7.3991,-0.85999,-0.07004,0.15928,0.024182,0.49198,-0.82018,-9.2681,7.1672,0.37684,-0.31658,0.17525,0.54162,0.42679,-0.41102,-0.18368,-11.884,0.29502,-1.8483,-0.6932,-0.37975,1.3042,0.56158,0.18437,0.29625
10.157,0.39415,3.0996,-1.1643,0.21624,-0.13622,-0.73111,-0.027449,-0.48566,0.92959,7.1774,6.3806,-0.39811,0.037534,1.1933,-0.25759,-0.66991,-0.76451,-1.9919,-6.8669,6.3529,-0.91282,-0.22119,-0.1094,0.014952,0.5023,-0.78731,-7.1431,3.4125,-0.16167,-0.76678,0.15695,0.28293,0.42458,-0.40355,-0.1938,-11.226,-0.33457,-2.1377,-0.52763,-0.35408,1.2223,0.57228,0.15176,0.29667
9.6332,0.10894,3.2132,-1.0798,0.14844,-0.056529,-0.72992,-0.002339,-0.4929,1.5361,6.7662,7.1598,-0.28111,-0.074608,1.2272,-0.29109,-0.67236,-0.78552,-2.4368,-7.6422,6.658,-0.76449,-0.31267,-0.32247,0.001693,0.50814,-0.75906,-6.189,3.6579,-0.56297,-0.15377,0.31748,-0.010621,0.42761,-0.39441,-0.19821,-10.822,-0.53184,-1.8101,-0.3657,-0.35924,1.1222,0.58226,0.12037,0.2949
9.5734,-0.16303,2.7856,-0.94791,0.08863,-0.024209,-0.7315,0.02091,-0.4986,1.7211,7.0573,7.1186,0.12599,-0.13536,1.2032,-0.32053,-0.67668,-0.79644,-2.6646,-7.8236,5.6504,-0.93007,-0.38913,-0.49068,-0.013972,0.51382,-0.73334,-7.3453,4.5554,-1.0374,-0.008083,0.33271,-0.17266,0.43222,-0.38495,-0.19468,-10.435,-1.7282,-2.0384,-0.32047,-0.33584,0.8598,0.59018,0.094168,0.29174
9.7984,-0.11849,2.3101,-0.85103,0.068039,-0.03402,-0.73568,0.041165,-0.50479,1.7301,7.7024,6.1106,0.27454,-0.16181,1.2045,-0.34962,-0.6861,-0.79697,-3.4581,-8.1882,5.4075,-0.55517,-0.37266,-0.62118,-0.032857,0.5211,-0.71125,-6.6564,3.9088,-1.8182,0.30072,0.47173,-0.44364,0.43909,-0.37347,-0.18665,-10.263,-2.3868,-1.9028,-0.034556,-0.3,0.54633,0.59454,0.076653,0.28374
10.43,-0.47918,2.305,-0.80469,0.08461,-0.054953,-0.74024,0.061608,-0.50799,2.2874,6.878,6.5987,0.001589,-0.16066,1.2992,-0.3816,-0.68673,-0.79651,-2.8337,-8.7238,5.7124,-0.58351,-0.36619,-0.63168,-0.055383,0.52311,-0.69616,-7.0884,3.9866,-1.0766,0.56215,0.46801,-0.62271,0.4468,-0.36251,-0.16886,-10.075,-2.4204,-1.1077,0.21077,-0.27864,0.14783,0.60029,0.069441,0.27478
