7.7334,-0.56753,3.6691,-0.057202,0.32424,-0.22519,-0.78876,-0.096397,0.081559,-1.3345,8.1433,4.2791,0.11773,-0.071954,-0.21106,-0.12767,-0.50721,-0.052711,1.7704,-1.5514,9.5182,0.16257,-0.033899,-0.22914,-0.58658,-0.14934,-0.53855,-3.5769,14.237,-2.3528,0.34378,0.56268,0.84535,0.2744,-0.46134,-0.18115,6.4995,-0.4877,-0.79592,-0.56995,-0.31489,1.2815,0.087623,0.56337,0.19287
7.6219,-0.3014,4.0356,0.31498,0.51548,-0.21455,-0.78859,-0.10251,0.069475,-1.7004,7.8712,4.4166,-0.12196,-0.064011,-0.23226,-0.12288,-0.50821,-0.052559,1.9272,-1.7989,9.0261,0.060826,0.1037,-0.18655,-0.58523,-0.153,-0.53913,-3.6414,12.926,-0.88219,-0.34702,0.44423,1.3666,0.2764,-0.46509,-0.18392,2.1456,-6.0546,-0.89196,-0.74797,-0.43687,1.9943,0.12455,0.5356,0.20802
8.2692,-0.087676,4.87,0.29178,0.19057,-0.2915,-0.78722,-0.10627,0.060088,-0.94849,7.8414,4.5329,-0.018724,-0.055376,-0.25783,-0.11681,-0.50881,-0.052603,1.3035,-1.9175,9.207,0.1866,0.23158,-0.1095,-0.58202,-0.15918,-0.54043,-3.9397,12.909,-0.71561,-1.0617,0.068881,1.9023,0.27242,-0.46516,-0.20091,0.006997,-8.6464,-0.24032,0.084668,-0.53868,2.1825,0.16792,0.50708,0.20993
10.083,0.79916,5.4714,0.54649,-0.17378,-0.16714,-0.78824,-0.10982,0.068341,-0.90935,9.0912,4.7721,0.060229,-0.03718,-0.1924,-0.1082,-0.51341,-0.051531,0.71196,-0.97778,9.4677,-0.019384,0.19808,-0.079855,-0.5774,-0.16204,-0.5435,-4.4243,11.599,-0.056191,-1.4346,-0.072866,2.1234,0.26355,-0.46521,-0.23728,-1.6933,-8.353,-0.70154,0.18484,-0.59223,2.2379,0.21144,0.46804,0.20109
10.016,0.77892,5.1052,-0.33044,0.00203,0.14461,-0.79057,-0.10604,0.072223,-1.6896,10.022,4.9174,0.033037,-0.054971,0.009573,-0.10638,-0.5134,-0.051303,0.64843,-1.3386,10.392,-0.20438,0.097845,-0.022936,-0.57395,-0.15709,-0.54748,-4.3748,9.973,1.5821,-1.1684,0.18668,2.4514,0.25427,-0.47218,-0.27262,-3.4394,-9.2662,0.028476,-0.034924,-0.59638,2.3161,0.25094,0.42318,0.1942
9.305,-0.34616,4.4435,-0.64495,0.25191,0.33995,-0.79576,-0.10245,0.064663,-1.5215,8.9611,4.6171,0.006736,-0.043621,0.19023,-0.10846,-0.51456,-0.051782,1.2725,-1.2875,9.951,-0.049833,-0.023589,0.021341,-0.57254,-0.15452,-0.55187,-2.9843,8.6106,2.2868,-0.66954,0.12474,2.6096,0.2354,-0.49033,-0.30902,-4.7095,-11.342,-0.75309,-0.10598,-0.75887,2.3384,0.28685,0.36988,0.19092
7.9313,-0.85389,4.4894,-0.37965,0.21359,0.31844,-0.79824,-0.09589,0.050786,-1.3097,8.312,4.4891,-0.009823,-0.066115,0.23999,-0.11314,-0.51291,-0.052327,1.2672,-0.757,9.3623,-0.6563,0.010286,0.011942,-0.57096,-0.14964,-0.55532,-0.68795,6.4012,1.9602,-0.45571,0.06166,2.5733,0.21045,-0.52255,-0.32822,-5.9888,-14.802,-0.82886,0.29923,-0.68636,2.0221,0.31128,0.32461,0.18409
8.0938,-0.91647,4.9976,-0.28975,-0.17377,0.20353,-0.80141,-0.089569,0.041285,-0.9831,8.1028,4.6262,-0.034,-0.12033,0.19725,-0.12078,-0.5107,-0.05485,1.3649,-2.102,9.0473,-0.26648,0.17582,0.27229,-0.56948,-0.13908,-0.5583,1.9,2.6782,1.5811,-0.72248,0.012843,2.0903,0.18009,-0.55326,-0.33517,-4.3513,-15.851,-2.0665,0.49255,-0.51706,1.3427,0.32694,0.29957,0.17488
9.4417,-1.12,5.0214,-0.15699,-0.29181,0.1323,-0.80168,-0.084235,0.048837,-1.0646,8.8768,4.984,-0.1146,-0.16052,0.24226,-0.12605,-0.50838,-0.05647,0.94844,-2.3919,9.3541,-0.1373,0.11693,0.19975,-0.56808,-0.12748,-0.56295,5.8753,-0.38214,1.8969,-0.75496,-0.01243,1.3235,0.14254,-0.57237,-0.35303,-1.9335,-16.337,-3.0056,-0.1485,-0.038998,0.76394,0.33747,0.27824,0.17033
8.9625,0.098276,5.1451,-0.20555,-0.15481,0.44628,-0.80342,-0.076253,0.054046,-1.7351,9.6114,5.5033,-0.57205,-0.47463,0.45776,-0.13512,-0.50381,-0.061178,0.99417,-2.2422,9.7092,-0.19745,0.13595,0.25361,-0.56542,-0.11891,-0.56507,9.8918,-2.0687,3.7275,-0.33342,0.18783,0.26299,0.12566,-0.57388,-0.36111,-1.5127,-16.021,-2.0788,-0.44747,0.14813,0.071995,0.34264,0.26596,0.17363
